building,production_method_group,production_method,texture,employment,employment_clergymen,employment_shopkeepers,employment_officers,employment_capitalists,employment_soldiers,employment_aristocrats,employment_peasants,employment_machinists,employment_bureaucrats,employment_laborers,employment_engineers,employment_farmers,employment_clerks,employment_academics,goods_ammunition,goods_small_arms,goods_artillery,goods_tanks,goods_aeroplanes,goods_manowars,goods_ironclads,goods_grain,goods_fish,goods_fabric,goods_wood,goods_groceries,goods_clothes,goods_furniture,goods_paper,goods_services,goods_transportation,goods_electricity,goods_merchant_marine,goods_clippers,goods_steamers,goods_silk,goods_dye,goods_sulfur,goods_coal,goods_iron,goods_lead,goods_hardwood,goods_rubber,goods_oil,goods_engines,goods_steel,goods_glass,goods_fertilizer,goods_tools,goods_explosives,goods_porcelain,goods_meat,goods_fruit,goods_liquor,goods_wine,goods_tea,goods_coffee,goods_sugar,goods_tobacco,goods_opium,goods_automobiles,goods_telephones,goods_radios,goods_luxury_clothes,goods_luxury_furniture,goods_gold,goods_fine_art,unlocking_technologies,replacement_if_valid,is_hidden_when_unavailable,unlocking_principles,disallowing_laws,required_input_goods,unlocking_production_methods,unlocking_geographic_regions,is_default,unlocking_laws,city_lights_color_index,ai_value,unlocking_religions,disallowing_religions,unlocking_identity,low_pop_method,unlocking_company_categories
building_food_industry,pmg_automation_building_food_industry,pm_manual_dough_processing,gfx/interface/icons/production_method_icons/no_automation.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_food_industry,pmg_automation_building_food_industry,pm_automated_bakery,gfx/interface/icons/production_method_icons/automated_bakery.dds,-2500,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,dough_rollers,,,,law_industry_banned,,,,,,,,,,,,
building_textile_mill,pmg_base_building_textile_mill,pm_handsewn_clothes,gfx/interface/icons/production_method_icons/handsewn_clothes.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-40.0,0.0,0,45.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,gfx/interface/icons/production_method_icons/dye_workshops.dds,5000,0,500,0,0,0,0,0,500,0,4000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-40.0,0.0,0,60.0,0.0,0,0.0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,lathe,,,,,,,,,,,,,,,,
building_textile_mill,pmg_base_building_textile_mill,pm_sewing_machines,gfx/interface/icons/production_method_icons/sewing_machines.dds,5000,0,500,0,0,0,0,0,750,0,3500,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-60.0,0.0,0,100.0,0.0,0,0.0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_workshops,,,,,,,,,,,,,,,,
building_textile_mill,pmg_base_building_textile_mill,pm_electric_sewing_machines,gfx/interface/icons/production_method_icons/electric_sewing_machines.dds,5000,0,500,0,0,0,0,0,1000,0,3000,500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-60.0,0.0,0,140.0,0.0,0,0.0,0,-10,0,0,0,0,-20,0,0,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,electrical_capacitors,,,,,electricity,,,,,,,,,,,
building_textile_mill,pmg_luxury_building_textile_mill,pm_no_luxury_clothes,gfx/interface/icons/production_method_icons/no_luxury_clothes.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_textile_mill,pmg_luxury_building_textile_mill,pm_craftsman_sewing,gfx/interface/icons/production_method_icons/craftsman_sewing.dds,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,0.0,0,-30.0,0.0,0,0.0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,0,0,0,,,,,,,,,,,,,,,,,
building_textile_mill,pmg_luxury_building_textile_mill,pm_elastics,gfx/interface/icons/production_method_icons/elastics.dds,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,35.0,0.0,0,-70.0,0.0,0,0.0,0,0,0,0,0,-35,0,0,0,0,0,0,-10,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,70,0,0,0,vulcanization,,,,,,pm_sewing_machines+pm_electric_sewing_machines,,,,,,,,,,
building_textile_mill,pmg_automation_building_textile_mill,pm_traditional_looms,gfx/interface/icons/production_method_icons/no_automation.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_textile_mill,pmg_automation_building_textile_mill,pm_mechanized_looms,gfx/interface/icons/production_method_icons/mechanized_looms.dds,-1500,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_workshops,,,,law_industry_banned,,,,,,,,,,,,
building_textile_mill,pmg_automation_building_textile_mill,pm_automatic_power_looms,gfx/interface/icons/production_method_icons/automatic_power_looms.dds,-2500,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,electrical_capacitors,,,,law_industry_banned,electricity,,,,,,,,,,,
building_furniture_manufactory,pmg_base_building_furniture_manufactory,pm_handcrafted_furniture,gfx/interface/icons/production_method_icons/furniture_handicraft.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-10.0,-30.0,0,0.0,45.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_base_building_furniture_manufactory,pm_lathe,gfx/interface/icons/production_method_icons/lathes.dds,5000,0,500,0,0,0,0,0,1000,0,3250,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-10.0,-30.0,0,0.0,65.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,lathe,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_base_building_furniture_manufactory,pm_mechanized_workshops,gfx/interface/icons/production_method_icons/mechanized_workshops.dds,5500,0,500,0,0,0,0,0,1250,0,3000,750,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-10.0,-50.0,0,0.0,110.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_workshops,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_no_luxuries,gfx/interface/icons/production_method_icons/no_luxury_furniture.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_luxury_furniture,gfx/interface/icons/production_method_icons/luxury_furniture.dds,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0,0.0,-25.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_precision_tools,gfx/interface/icons/production_method_icons/precision_tools.dds,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,25.0,0,0.0,-55.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,55,0,0,mechanical_tools,,,,,,pm_lathe+pm_mechanized_workshops,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_automation_disabled,gfx/interface/icons/production_method_icons/no_automation.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_watertube_boiler_building_furniture_manufactory,gfx/interface/icons/production_method_icons/watertube_boiler.dds,-1500,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,watertube_boiler,,,,law_industry_banned,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_rotary_valve_engine_building_furniture_manufactory,gfx/interface/icons/production_method_icons/rotary_valve_engine.dds,-2000,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,rotary_valve_engine,,,,law_industry_banned,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_assembly_lines_building_furniture_manufactory,gfx/interface/icons/production_method_icons/assembly_lines.dds,-3000,0,0,0,0,0,0,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,conveyors,,,,law_industry_banned,electricity,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_forest_glass,gfx/interface/icons/production_method_icons/forest_glass.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-30.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_leaded_glass,gfx/interface/icons/production_method_icons/leaded_glass.dds,5000,0,500,0,0,0,0,0,500,0,4000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-20.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0.0,0,40,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,lathe,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_crystal_glass,gfx/interface/icons/production_method_icons/crystal_glass.dds,5000,0,500,0,0,0,0,0,1000,0,3000,500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0.0,0,60,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,crystal_glass,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_houseware_plastics,gfx/interface/icons/production_method_icons/houseware_plastics.dds,5000,0,500,0,0,0,0,0,1250,0,2500,750,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,-30,0,0,-20,0.0,0,100,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,plastics,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_disabled_ceramics,gfx/interface/icons/production_method_icons/no_ceramics.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_ceramics,gfx/interface/icons/production_method_icons/ceramics.dds,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0.0,0,-10,0.0,0,0,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_bone_china,gfx/interface/icons/production_method_icons/bone_china.dds,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0.0,0,-20,0.0,0,0,30,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,chemical_bleaching,,,,,,pm_crystal_glass+pm_houseware_plastics,,,,,,,,,,
building_glassworks,pmg_glassblowing,pm_manual_glassblowing,gfx/interface/icons/production_method_icons/glassworks_handicraft.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_glassworks,pmg_glassblowing,pm_automatic_bottle_blowers,gfx/interface/icons/production_method_icons/automated_bottle_blowers.dds,-2500,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2.0,0,0,0.0,-2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,automatic_bottle_blowers,,,,law_industry_banned,,,,,,,,,,,,
building_tooling_workshop,pmg_base_building_tooling_workshop,pm_crude_tools,gfx/interface/icons/production_method_icons/crude_tools.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-30.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,gfx/interface/icons/production_method_icons/pig_iron_tools.dds,5000,0,500,0,0,0,0,0,500,0,4000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-30.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0.0,0,0,0.0,60,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,steelworking,,,,,,,,,,,,,,,,
building_tooling_workshop,pmg_base_building_tooling_workshop,pm_steel,gfx/interface/icons/production_method_icons/bessemer_process.dds,5000,0,500,0,0,0,0,0,500,0,3500,500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-30.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-20,0,0.0,80,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanical_tools,,,,,,,,,,,,,,,,
building_tooling_workshop,pmg_base_building_tooling_workshop,pm_rubber_grips,gfx/interface/icons/production_method_icons/steel_tools.dds,5000,0,500,0,0,0,0,0,1000,0,3000,500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0.0,-30,0,0.0,110,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,vulcanization,,,,,,,,,,,,,,,,
building_tooling_workshop,pmg_automation_building_tooling_workshop,pm_automation_disabled,gfx/interface/icons/production_method_icons/no_automation.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_tooling_workshop,pmg_automation_building_tooling_workshop,pm_watertube_boiler_building_tooling_workshop,gfx/interface/icons/production_method_icons/watertube_boiler.dds,-1500,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,watertube_boiler,,,,law_industry_banned,,,,,,,,,,,,
building_tooling_workshop,pmg_automation_building_tooling_workshop,pm_rotary_valve_engine_building_tooling_workshop,gfx/interface/icons/production_method_icons/rotary_valve_engine.dds,-2000,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,rotary_valve_engine,,,,law_industry_banned,,,,,,,,,,,,
building_tooling_workshop,pmg_automation_building_tooling_workshop,pm_assembly_lines_building_tooling_workshop,gfx/interface/icons/production_method_icons/assembly_lines.dds,-3000,0,0,0,0,0,0,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-10,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,conveyors,,,,law_industry_banned,electricity,,,,,,,,,,,
building_paper_mill,pmg_base_building_paper_mill,pm_pulp_pressing,gfx/interface/icons/production_method_icons/pulp_pressing.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-30.0,0,0.0,0.0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
